Year,#,Category,Nominee,Additional Info,Won?,Race,Multi-Racial?,Dynamic,Stereotype,Restricted Race Role,Helps main white pratagonist in their journey
2003,76th,Actress -- Supporting Role,Marcia Gay Harden,Mystic River {'Celeste Boyle'},NO,White,,,,,
2003,76th,Actress -- Supporting Role,Holly Hunter,Thirteen {'Melanie'},NO,White,,,,,
2003,76th,Actress -- Supporting Role,Renée Zellweger,Cold Mountain {'Ruby Thewes'},YES,White,,,,,
2002,75th,Actor -- Leading Role,Adrien Brody,The Pianist {'Wladyslaw Szpilman'},YES,White,,,,,
2002,75th,Actor -- Leading Role,Nicolas Cage,Adaptation {'Charlie Kaufman & Donald Kaufman'},NO,White,,,,,
2002,75th,Actor -- Leading Role,Michael Caine,The Quiet American {'Thomas Fowler'},NO,White,,,,,
2002,75th,Actor -- Leading Role,Daniel Day-Lewis,Gangs of New York {'Bill 'The Butcher' Cutting'},NO,White,,,,,
2002,75th,Actor -- Leading Role,Jack Nicholson,About Schmidt {'Warren Schmidt'},NO,White,,,,,
2002,75th,Actor -- Supporting Role,Chris Cooper,Adaptation {'John Laroche'},YES,White,,,,,
2002,75th,Actor -- Supporting Role,Ed Harris,The Hours {'Richard Brown'},NO,White,,,,,
2002,75th,Actor -- Supporting Role,Paul Newman,Road to Perdition {'John Rooney'},NO,White,,,,,
2002,75th,Actor -- Supporting Role,John C. Reilly,Chicago {'Amos Hart'},NO,White,,,,,
2002,75th,Actor -- Supporting Role,Christopher Walken,Catch Me If You Can {'Frank Abagnale'},NO,White,,,,,
2002,75th,Actress -- Leading Role,Salma Hayek,Frida {'Frida Kahlo'},NO,Hispanic,,,,,
2002,75th,Actress -- Leading Role,Nicole Kidman,The Hours {'Virginia Woolf'},YES,White,,,,,
2002,75th,Actress -- Leading Role,Diane Lane,Unfaithful {'Connie Sumner'},NO,White,,,,,
2002,75th,Actress -- Leading Role,Julianne Moore,Far from Heaven {'Cathy Whitaker'},NO,White,,,,,
2002,75th,Actress -- Leading Role,Renée Zellweger,Chicago {'Roxie Hart'},NO,White,,,,,
2002,75th,Actress -- Supporting Role,Kathy Bates,About Schmidt {'Roberta Hertzel'},NO,White,,,,,
2002,75th,Actress -- Supporting Role,Julianne Moore,The Hours {'Laura Brown'},NO,White,,,,,
2002,75th,Actress -- Supporting Role,Queen Latifah,Chicago {'Matron Mama Morton'},NO,Black,,,,,
2002,75th,Actress -- Supporting Role,Meryl Streep,Adaptation {'Susan Orlean'},NO,White,,,,,
2002,75th,Actress -- Supporting Role,Catherine Zeta-Jones,Chicago {'Velma Kelly'},YES,White,,,,,
2001,74th,Actor -- Leading Role,Russell Crowe,A Beautiful Mind {'John Nash'},NO,White,,,,,
2001,74th,Actor -- Leading Role,Sean Penn,I Am Sam {'Sam Dawson'},NO,White,,,,,
2001,74th,Actor -- Leading Role,Will Smith,Ali {'Muhammad Ali'},NO,Black,,,,,
2001,74th,Actor -- Leading Role,Denzel Washington,Training Day {'Alonzo'},YES,Black,,No,Thug,No,Yes
2001,74th,Actor -- Leading Role,Tom Wilkinson,In the Bedroom {'Matt Fowler'},NO,White,,,,,
2001,74th,Actor -- Supporting Role,Jim Broadbent,Iris {'John Bayley'},YES,White,,,,,
2001,74th,Actor -- Supporting Role,Ethan Hawke,Training Day {'Jake'},NO,White,,,,,
2001,74th,Actor -- Supporting Role,Ben Kingsley,Sexy Beast {'Don Logan'},NO,Asian,YES,,,,
2001,74th,Actor -- Supporting Role,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring {'Gandalf'},NO,White,,,,,
2001,74th,Actor -- Supporting Role,Jon Voight,Ali {'Howard Cosell'},NO,White,,,,,
2001,74th,Actress -- Leading Role,Halle Berry,Monster's Ball {'Leticia Musgrove'},YES,Black,,,Jezebel,Yes,Yes
2001,74th,Actress -- Leading Role,Judi Dench,Iris {'Iris Murdoch'},NO,White,,,,,
2001,74th,Actress -- Leading Role,Nicole Kidman,Moulin Rouge {'Satine'},NO,White,,,,,
2001,74th,Actress -- Leading Role,Sissy Spacek,In the Bedroom {'Ruth Fowler'},NO,White,,,,,
2001,74th,Actress -- Leading Role,Renée Zellweger,Bridget Jones's Diary {'Bridget Jones'},NO,White,,,,,
2001,74th,Actress -- Supporting Role,Jennifer Connelly,A Beautiful Mind {'Alicia Nash'},YES,White,,,,,
2001,74th,Actress -- Supporting Role,Helen Mirren,Gosford Park {'Mrs. Wilson'},NO,White,,,,,
2001,74th,Actress -- Supporting Role,Maggie Smith,"Gosford Park {'Constance, Countess of Trentham'}",NO,White,,,,,
2001,74th,Actress -- Supporting Role,Marisa Tomei,In the Bedroom {'Natalie Strout'},NO,White,,,,,
2001,74th,Actress -- Supporting Role,Kate Winslet,Iris {'Young Iris Murdoch'},NO,White,,,,,
2000,73rd,Actor -- Leading Role,Javier Bardem,Before Night Falls {'Reinaldo Arenas'},NO,Hispanic,,,,,
2000,73rd,Actor -- Leading Role,Russell Crowe,Gladiator {'Maximus Decimus Meridius'},YES,White,,,,,
2000,73rd,Actor -- Leading Role,Tom Hanks,Cast Away {'Chuck Noland'},NO,White,,,,,
2000,73rd,Actor -- Leading Role,Ed Harris,Pollock {'Jackson Pollock'},NO,White,,,,,
2000,73rd,Actor -- Leading Role,Geoffrey Rush,Quills {'The Marquis de Sade'},NO,White,,,,,
2000,73rd,Actor -- Supporting Role,Jeff Bridges,The Contender {'President Jackson Evans'},NO,White,,,,,
2000,73rd,Actor -- Supporting Role,Willem Dafoe,Shadow of the Vampire {'Max Schreck'},NO,White,,,,,
2000,73rd,Actor -- Supporting Role,Benicio Del Toro,Traffic {'Javier Rodriguez'},YES,Hispanic,,No,,Yes,Yes
2000,73rd,Actor -- Supporting Role,Albert Finney,Erin Brockovich {'Ed Masry'},NO,White,,,,,
2000,73rd,Actor -- Supporting Role,Joaquin Phoenix,Gladiator {'Commodus'},NO,White,,,,,
2000,73rd,Actress -- Leading Role,Joan Allen,The Contender {'Laine Hanson'},NO,White,,,,,
2000,73rd,Actress -- Leading Role,Juliette Binoche,Chocolat {'Vianne Rocher'},NO,White,,,,,
2000,73rd,Actress -- Leading Role,Ellen Burstyn,Requiem for a Dream {'Sara Goldfarb'},NO,White,,,,,
2000,73rd,Actress -- Leading Role,Laura Linney,You Can Count on Me {'Samantha 'Sammy' Prescott'},NO,White,,,,,
2000,73rd,Actress -- Leading Role,Julia Roberts,Erin Brockovich {'Erin Brockovich'},YES,White,,,,,
2000,73rd,Actress -- Supporting Role,Judi Dench,Chocolat {'Armande Voizin'},NO,White,,,,,
2000,73rd,Actress -- Supporting Role,Marcia Gay Harden,Pollock {'Lee Krasner'},YES,White,,,,,
2000,73rd,Actress -- Supporting Role,Kate Hudson,Almost Famous {'Penny Lane'},NO,White,,,,,
2000,73rd,Actress -- Supporting Role,Frances McDormand,Almost Famous {'Elaine Miller'},NO,White,,,,,
2000,73rd,Actress -- Supporting Role,Julie Walters,Billy Elliot {'Mrs. Wilkinson'},NO,White,,,,,
1999,72nd,Actor -- Leading Role,Russell Crowe,The Insider {'Jeffrey Wigand'},NO,White,,,,,
1999,72nd,Actor -- Leading Role,Richard Farnsworth,The Straight Story {'Alvin Straight'},NO,White,,,,,
1999,72nd,Actor -- Leading Role,Sean Penn,Sweet and Lowdown {'Emmet Ray'},NO,White,,,,,
1999,72nd,Actor -- Leading Role,Kevin Spacey,American Beauty {'Lester Burnham'},YES,White,,,,,
1999,72nd,Actor -- Leading Role,Denzel Washington,The Hurricane {'Rubin 'Hurricane' Carter'},NO,Black,,,,,
1999,72nd,Actor -- Supporting Role,Michael Caine,The Cider House Rules {'Dr. Wilbur Larch'},YES,White,,,,,
1999,72nd,Actor -- Supporting Role,Tom Cruise,Magnolia {'Frank T.J. Mackey'},NO,White,,,,,
1999,72nd,Actor -- Supporting Role,Michael Clarke Duncan,The Green Mile {'John Coffey'},NO,Black,,,,,
1999,72nd,Actor -- Supporting Role,Jude Law,The Talented Mr. Ripley {'Dickie Greenleaf'},NO,White,,,,,
1999,72nd,Actor -- Supporting Role,Haley Joel Osment,The Sixth Sense {'Cole Sear'},NO,White,,,,,
1999,72nd,Actress -- Leading Role,Annette Bening,American Beauty {'Carolyn Burnham'},NO,White,,,,,
1999,72nd,Actress -- Leading Role,Janet McTeer,Tumbleweeds {'Mary Jo Walker'},NO,White,,,,,
1999,72nd,Actress -- Leading Role,Julianne Moore,The End of the Affair {'Sarah Miles'},NO,White,,,,,
1999,72nd,Actress -- Leading Role,Meryl Streep,Music of the Heart {'Roberta Guaspari'},NO,White,,,,,
1999,72nd,Actress -- Leading Role,Hilary Swank,Boys Don't Cry {'Brandon Teena/Teena Brandon'},YES,White,,,,,
1999,72nd,Actress -- Supporting Role,Toni Collette,The Sixth Sense {'Lynn Sear'},NO,White,,,,,
1999,72nd,Actress -- Supporting Role,Angelina Jolie,"Girl, Interrupted {'Lisa Rowe'}",YES,White,,,,,
1999,72nd,Actress -- Supporting Role,Catherine Keener,Being John Malkovich {'Maxine'},NO,White,,,,,
1999,72nd,Actress -- Supporting Role,Samantha Morton,Sweet and Lowdown {'Hattie'},NO,White,,,,,
1999,72nd,Actress -- Supporting Role,Chloë Sevigny,Boys Don't Cry {'Lana Tisdel'},NO,White,,,,,
1998,71st,Actor -- Leading Role,Roberto Benigni,Life Is Beautiful {'Guido'},YES,White,,,,,
1998,71st,Actor -- Leading Role,Tom Hanks,Saving Private Ryan {'Captain Miller'},NO,White,,,,,
1998,71st,Actor -- Leading Role,Ian McKellen,Gods and Monsters {'James Whale'},NO,White,,,,,
1998,71st,Actor -- Leading Role,Nick Nolte,Affliction {'Wade Whitehouse'},NO,White,,,,,
1998,71st,Actor -- Leading Role,Edward Norton,American History X {'Derek'},NO,White,,,,,
1998,71st,Actor -- Supporting Role,James Coburn,Affliction {'Glen Whitehouse'},YES,White,,,,,
1998,71st,Actor -- Supporting Role,Robert Duvall,A Civil Action {'Jerome Facher'},NO,White,,,,,
1998,71st,Actor -- Supporting Role,Ed Harris,The Truman Show {'Christof'},NO,White,,,,,
1998,71st,Actor -- Supporting Role,Geoffrey Rush,Shakespeare in Love {'Philip Henslowe'},NO,White,,,,,
1998,71st,Actor -- Supporting Role,Billy Bob Thornton,A Simple Plan {'Jacob'},NO,White,,,,,
1998,71st,Actress -- Leading Role,Cate Blanchett,Elizabeth {'Queen Elizabeth I'},NO,White,,,,,
1998,71st,Actress -- Leading Role,Fernanda Montenegro,Central Station {'Dora'},NO,Hispanic,,,,,
1998,71st,Actress -- Leading Role,Gwyneth Paltrow,Shakespeare in Love {'Viola De Lesseps'},YES,White,,,,,
1998,71st,Actress -- Leading Role,Meryl Streep,One True Thing {'Kate Gulden'},NO,White,,,,,
1998,71st,Actress -- Leading Role,Emily Watson,Hilary and Jackie {'Jacqueline du Pré'},NO,White,,,,,
1998,71st,Actress -- Supporting Role,Kathy Bates,Primary Colors {'Libby'},NO,White,,,,,
1998,71st,Actress -- Supporting Role,Brenda Blethyn,Little Voice {'Mari'},NO,White,,,,,
1998,71st,Actress -- Supporting Role,Judi Dench,Shakespeare in Love {'Queen Elizabeth I'},YES,White,,,,,
1998,71st,Actress -- Supporting Role,Rachel Griffiths,Hilary and Jackie {'Hilary du Pré'},NO,White,,,,,
1998,71st,Actress -- Supporting Role,Lynn Redgrave,Gods and Monsters {'Hanna'},NO,White,,,,,
1997,70th,Actor -- Leading Role,Matt Damon,Good Will Hunting {'Will Hunting'},NO,White,,,,,
1997,70th,Actor -- Leading Role,Robert Duvall,The Apostle {'The Apostle E.F.'},NO,White,,,,,
1997,70th,Actor -- Leading Role,Peter Fonda,Ulee's Gold {'Ulee Jackson'},NO,White,,,,,
1997,70th,Actor -- Leading Role,Dustin Hoffman,Wag the Dog {'Stanley Motss'},NO,White,,,,,
1997,70th,Actor -- Leading Role,Jack Nicholson,As Good as It Gets {'Melvin Udall'},YES,White,,,,,
1997,70th,Actor -- Supporting Role,Robert Forster,Jackie Brown {'Max Cherry'},NO,White,,,,,
1997,70th,Actor -- Supporting Role,Anthony Hopkins,Amistad {'John Quincy Adams'},NO,White,,,,,
1997,70th,Actor -- Supporting Role,Greg Kinnear,As Good as It Gets {'Simon Bishop'},NO,White,,,,,
1997,70th,Actor -- Supporting Role,Burt Reynolds,Boogie Nights {'Jack Horner'},NO,White,,,,,
1997,70th,Actor -- Supporting Role,Robin Williams,Good Will Hunting {'Sean McGuire'},YES,White,,,,,
1997,70th,Actress -- Leading Role,Helena Bonham Carter,The Wings of the Dove {'Kate Croy'},NO,White,,,,,
1997,70th,Actress -- Leading Role,Julie Christie,Afterglow {'Phyllis Mann'},NO,White,,,,,
1997,70th,Actress -- Leading Role,Judi Dench,Mrs. Brown {'Queen Victoria'},NO,White,,,,,
1997,70th,Actress -- Leading Role,Helen Hunt,As Good as It Gets {'Carol Connelly'},YES,White,,,,,
1997,70th,Actress -- Leading Role,Kate Winslet,Titanic {'Rose DeWitt Bukater'},NO,White,,,,,
1997,70th,Actress -- Supporting Role,Kim Basinger,L.A. Confidential {'Lynn Bracken'},YES,White,,,,,
1997,70th,Actress -- Supporting Role,Joan Cusack,In & Out {'Emily Montgomery'},NO,White,,,,,
1997,70th,Actress -- Supporting Role,Minnie Driver,Good Will Hunting {'Skylar'},NO,White,,,,,
1997,70th,Actress -- Supporting Role,Julianne Moore,Boogie Nights {'Amber Waves'},NO,White,,,,,
1997,70th,Actress -- Supporting Role,Gloria Stuart,Titanic {'Old Rose'},NO,White,,,,,
1996,69th,Actor -- Leading Role,Tom Cruise,Jerry Maguire {'Jerry Maguire'},NO,White,,,,,
1996,69th,Actor -- Leading Role,Ralph Fiennes,The English Patient {'Almasy'},NO,White,,,,,
1996,69th,Actor -- Leading Role,Woody Harrelson,The People vs. Larry Flynt {'Larry Flynt'},NO,White,,,,,
1996,69th,Actor -- Leading Role,Geoffrey Rush,Shine {'David Helfgott'},YES,White,,,,,
1996,69th,Actor -- Leading Role,Billy Bob Thornton,Sling Blade {'Karl Childers'},NO,White,,,,,
1996,69th,Actor -- Supporting Role,"Cuba Gooding, Jr.",Jerry Maguire {'Rod Tidwell'},YES,Black,,No,Athlete,No,Yes
1996,69th,Actor -- Supporting Role,William H. Macy,Fargo {'Jerry Lundegaard'},NO,White,,,,,
1996,69th,Actor -- Supporting Role,Armin Mueller-Stahl,Shine {'Peter Helfgott'},NO,White,,,,,
1996,69th,Actor -- Supporting Role,Edward Norton,Primal Fear {'Aaron Stampler'},NO,White,,,,,
1996,69th,Actor -- Supporting Role,James Woods,Ghosts of Mississippi {'Byron De La Beckwith'},NO,White,,,,,
1996,69th,Actress -- Leading Role,Brenda Blethyn,Secrets & Lies {'Cynthia'},NO,White,,,,,
1996,69th,Actress -- Leading Role,Diane Keaton,Marvin's Room {'Bessie'},NO,White,,,,,
1996,69th,Actress -- Leading Role,Frances McDormand,Fargo {'Marge Gunderson'},YES,White,,,,,
1996,69th,Actress -- Leading Role,Kristin Scott Thomas,The English Patient {'Katharine Clifton'},NO,White,,,,,
1996,69th,Actress -- Leading Role,Emily Watson,Breaking the Waves {'Bess'},NO,White,,,,,
1996,69th,Actress -- Supporting Role,Joan Allen,The Crucible {'Elizabeth Proctor'},NO,White,,,,,
1996,69th,Actress -- Supporting Role,Lauren Bacall,The Mirror Has Two Faces {'Hannah Morgan'},NO,White,,,,,
1996,69th,Actress -- Supporting Role,Juliette Binoche,The English Patient {'Hana'},YES,White,,,,,
1996,69th,Actress -- Supporting Role,Barbara Hershey,The Portrait of a Lady {'Madame Serena Merle'},NO,White,,,,,
1996,69th,Actress -- Supporting Role,Marianne Jean-Baptiste,Secrets & Lies {'Hortense'},NO,Black,,,,,
1995,68th,Actor -- Leading Role,Nicolas Cage,Leaving Las Vegas {'Ben Sanderson'},YES,White,,,,,
1995,68th,Actor -- Leading Role,Richard Dreyfuss,Mr. Holland's Opus {'Glenn Holland'},NO,White,,,,,
1995,68th,Actor -- Leading Role,Anthony Hopkins,Nixon {'Richard Nixon'},NO,White,,,,,
1995,68th,Actor -- Leading Role,Sean Penn,Dead Man Walking {'Matthew Poncelet'},NO,White,,,,,
1995,68th,Actor -- Leading Role,Massimo Troisi,The Postman (Il Postino) {'Mario'},NO,White,,,,,
1995,68th,Actor -- Supporting Role,James Cromwell,Babe {'Farmer Hoggett'},NO,White,,,,,
1995,68th,Actor -- Supporting Role,Ed Harris,Apollo 13 {'Gene Kranz'},NO,White,,,,,
1995,68th,Actor -- Supporting Role,Brad Pitt,12 Monkeys {'Jeffrey Goines'},NO,White,,,,,
1995,68th,Actor -- Supporting Role,Tim Roth,Rob Roy {'Archibald Cunningham'},NO,White,,,,,
1995,68th,Actor -- Supporting Role,Kevin Spacey,The Usual Suspects {'Roger 'Verbal' Kint'},YES,White,,,,,
1995,68th,Actress -- Leading Role,Susan Sarandon,Dead Man Walking {'Sister Helen Prejean'},YES,White,,,,,
1995,68th,Actress -- Leading Role,Elisabeth Shue,Leaving Las Vegas {'Sera'},NO,White,,,,,
1995,68th,Actress -- Leading Role,Sharon Stone,Casino {'Ginger McKenna'},NO,White,,,,,
1995,68th,Actress -- Leading Role,Meryl Streep,The Bridges of Madison County {'Francesca Johnson'},NO,White,,,,,
1995,68th,Actress -- Leading Role,Emma Thompson,Sense and Sensibility {'Elinor Dashwood'},NO,White,,,,,
1995,68th,Actress -- Supporting Role,Joan Allen,Nixon {'Pat Nixon'},NO,White,,,,,
1995,68th,Actress -- Supporting Role,Kathleen Quinlan,Apollo 13 {'Marilyn Lovell'},NO,White,,,,,
1995,68th,Actress -- Supporting Role,Mira Sorvino,Mighty Aphrodite {'Linda'},YES,White,,,,,
1995,68th,Actress -- Supporting Role,Mare Winningham,Georgia {'Georgia'},NO,White,,,,,
1995,68th,Actress -- Supporting Role,Kate Winslet,Sense and Sensibility {'Marianne Dashwood'},NO,White,,,,,
1994,67th,Actor -- Leading Role,Morgan Freeman,The Shawshank Redemption {'Red'},NO,Black,,,,,
1994,67th,Actor -- Leading Role,Tom Hanks,Forrest Gump {'Forrest Gump'},YES,White,,,,,
1994,67th,Actor -- Leading Role,Nigel Hawthorne,The Madness of King George {'King George III'},NO,White,,,,,
1994,67th,Actor -- Leading Role,Paul Newman,Nobody's Fool {'Sully'},NO,White,,,,,
1994,67th,Actor -- Leading Role,John Travolta,Pulp Fiction {'Vincent Vega'},NO,White,,,,,
1994,67th,Actor -- Supporting Role,Samuel L. Jackson,Pulp Fiction {'Jules Winnfield'},NO,Black,,,,,
1994,67th,Actor -- Supporting Role,Martin Landau,Ed Wood {'Bela Lugosi'},YES,White,,,,,
1994,67th,Actor -- Supporting Role,Chazz Palminteri,Bullets over Broadway {'Cheech'},NO,White,,,,,
1994,67th,Actor -- Supporting Role,Paul Scofield,Quiz Show {'Mark Van Doren'},NO,White,,,,,
1994,67th,Actor -- Supporting Role,Gary Sinise,Forrest Gump {'Lieutenant Dan'},NO,White,,,,,
1994,67th,Actress -- Leading Role,Jodie Foster,Nell {'Nell'},NO,White,,,,,
1994,67th,Actress -- Leading Role,Jessica Lange,Blue Sky {'Carly Marshall'},YES,White,,,,,
1994,67th,Actress -- Leading Role,Miranda Richardson,Tom & Viv {'Viv'},NO,White,,,,,
1994,67th,Actress -- Leading Role,Winona Ryder,Little Women {'Jo March'},NO,White,,,,,
1994,67th,Actress -- Leading Role,Susan Sarandon,The Client {'Reggie Love'},NO,White,,,,,
1994,67th,Actress -- Supporting Role,Rosemary Harris,Tom & Viv {'Rose Haigh-Wood'},NO,White,,,,,
1994,67th,Actress -- Supporting Role,Helen Mirren,The Madness of King George {'Queen Charlotte'},NO,White,,,,,
1994,67th,Actress -- Supporting Role,Uma Thurman,Pulp Fiction {'Mia'},NO,White,,,,,
1994,67th,Actress -- Supporting Role,Jennifer Tilly,Bullets over Broadway {'Olive Neal'},NO,Asian,YES,,,,
1994,67th,Actress -- Supporting Role,Dianne Wiest,Bullets over Broadway {'Helen Sinclair'},YES,White,,,,,
1993,66th,Actor -- Leading Role,Daniel Day-Lewis,In the Name of the Father {'Gerry Conlon'},NO,White,,,,,
1993,66th,Actor -- Leading Role,Laurence Fishburne,What's Love Got to Do with It {'Ike Turner'},NO,Black,,,,,
1993,66th,Actor -- Leading Role,Tom Hanks,Philadelphia {'Andrew Beckett'},YES,White,,,,,
1993,66th,Actor -- Leading Role,Anthony Hopkins,The Remains of the Day {'Mr. Stevens'},NO,White,,,,,
1993,66th,Actor -- Leading Role,Liam Neeson,Schindler's List {'Oskar Schindler'},NO,White,,,,,
1993,66th,Actor -- Supporting Role,Leonardo DiCaprio,What's Eating Gilbert Grape {'Arnie Grape'},NO,White,,,,,
1993,66th,Actor -- Supporting Role,Ralph Fiennes,Schindler's List {'Amon Goeth'},NO,White,,,,,
1993,66th,Actor -- Supporting Role,Tommy Lee Jones,The Fugitive {'Samuel Gerard'},YES,White,,,,,
1993,66th,Actor -- Supporting Role,John Malkovich,In the Line of Fire {'Mitch Leary'},NO,White,,,,,
1993,66th,Actor -- Supporting Role,Pete Postlethwaite,In the Name of the Father {'Giuseppe Conlon'},NO,White,,,,,
1993,66th,Actress -- Leading Role,Angela Bassett,What's Love Got to Do with It {'Tina Turner'},NO,Black,,,,,
1993,66th,Actress -- Leading Role,Stockard Channing,Six Degrees of Separation {'Ouisa Kittredge'},NO,White,,,,,
1993,66th,Actress -- Leading Role,Holly Hunter,The Piano {'Ada'},YES,White,,,,,
1993,66th,Actress -- Leading Role,Emma Thompson,The Remains of the Day {'Miss Kenton'},NO,White,,,,,
1993,66th,Actress -- Leading Role,Debra Winger,Shadowlands {'Joy Gresham'},NO,White,,,,,
1993,66th,Actress -- Supporting Role,Holly Hunter,The Firm {'Tammy Hemphill'},NO,White,,,,,
1993,66th,Actress -- Supporting Role,Anna Paquin,The Piano {'Flora'},YES,White,,,,,
1993,66th,Actress -- Supporting Role,Rosie Perez,Fearless {'Carla Rodrigo'},NO,Hispanic,,,,,
1993,66th,Actress -- Supporting Role,Winona Ryder,The Age of Innocence {'May Welland'},NO,White,,,,,
1993,66th,Actress -- Supporting Role,Emma Thompson,In the Name of the Father {'Gareth Peirce'},NO,White,,,,,
1992,65th,Actor -- Leading Role,"Robert Downey, Jr.",Chaplin {'Charles Chaplin'},NO,White,,,,,
1992,65th,Actor -- Leading Role,Clint Eastwood,Unforgiven {'Bill Munny'},NO,White,,,,,
1992,65th,Actor -- Leading Role,Al Pacino,Scent of a Woman {'Lt. Col. Frank Slade'},YES,White,,,,,
1992,65th,Actor -- Leading Role,Stephen Rea,The Crying Game {'Fergus'},NO,White,,,,,
1992,65th,Actor -- Leading Role,Denzel Washington,Malcolm X {'Malcolm X'},NO,Black,,,,,
1992,65th,Actor -- Supporting Role,Jaye Davidson,The Crying Game {'Dil'},NO,Black,,,,,
1992,65th,Actor -- Supporting Role,Gene Hackman,Unforgiven {'Little Bill Daggett'},YES,White,,,,,
1992,65th,Actor -- Supporting Role,Jack Nicholson,A Few Good Men {'Col. Nathan R. Jessep'},NO,White,,,,,
1992,65th,Actor -- Supporting Role,Al Pacino,Glengarry Glen Ross {'Ricky Roma'},NO,White,,,,,
1992,65th,Actor -- Supporting Role,David Paymer,Mr. Saturday Night {'Stan'},NO,White,,,,,
1992,65th,Actress -- Leading Role,Catherine Deneuve,Indochine {'Eliane'},NO,White,,,,,
1992,65th,Actress -- Leading Role,Mary McDonnell,Passion Fish {'May-Alice'},NO,White,,,,,
1992,65th,Actress -- Leading Role,Michelle Pfeiffer,Love Field {'Lurene Hallett'},NO,White,,,,,
1992,65th,Actress -- Leading Role,Susan Sarandon,Lorenzo's Oil {'Michaela Odone'},NO,White,,,,,
1992,65th,Actress -- Leading Role,Emma Thompson,Howards End {'Margaret Schlegel'},YES,White,,,,,
1992,65th,Actress -- Supporting Role,Judy Davis,Husbands and Wives {'Sally'},NO,White,,,,,
1992,65th,Actress -- Supporting Role,Joan Plowright,Enchanted April {'Mrs. Fisher'},NO,White,,,,,
1992,65th,Actress -- Supporting Role,Vanessa Redgrave,Howards End {'Ruth Wilcox'},NO,White,,,,,
1992,65th,Actress -- Supporting Role,Miranda Richardson,Damage {'Ingrid'},NO,White,,,,,
1992,65th,Actress -- Supporting Role,Marisa Tomei,My Cousin Vinny {'Mona Lisa Vito'},YES,White,,,,,
1991,64th,Actor -- Leading Role,Warren Beatty,Bugsy {'Bugsy Siegel'},NO,White,,,,,
1991,64th,Actor -- Leading Role,Robert De Niro,Cape Fear {'Max Cady'},NO,White,,,,,
1991,64th,Actor -- Leading Role,Anthony Hopkins,The Silence of the Lambs {'Dr. Hannibal Lecter'},YES,White,,,,,
1991,64th,Actor -- Leading Role,Nick Nolte,The Prince of Tides {'Tom Wingo'},NO,White,,,,,
1991,64th,Actor -- Leading Role,Robin Williams,The Fisher King {'Parry'},NO,White,,,,,
1991,64th,Actor -- Supporting Role,Tommy Lee Jones,JFK {'Clay Shaw'},NO,White,,,,,
1991,64th,Actor -- Supporting Role,Harvey Keitel,Bugsy {'Mickey Cohen'},NO,White,,,,,
1991,64th,Actor -- Supporting Role,Ben Kingsley,Bugsy {'Meyer Lansky'},NO,Asian,YES,,,,
1991,64th,Actor -- Supporting Role,Michael Lerner,Barton Fink {'Jack Lipnick'},NO,White,,,,,
1991,64th,Actor -- Supporting Role,Jack Palance,City Slickers {'Curly'},YES,White,,,,,
1991,64th,Actress -- Leading Role,Geena Davis,Thelma & Louise {'Thelma'},NO,White,,,,,
1991,64th,Actress -- Leading Role,Laura Dern,Rambling Rose {'Rose'},NO,White,,,,,
1991,64th,Actress -- Leading Role,Jodie Foster,The Silence of the Lambs {'Clarice Starling'},YES,White,,,,,
1991,64th,Actress -- Leading Role,Bette Midler,For the Boys {'Dixie Leonard'},NO,White,,,,,
1991,64th,Actress -- Leading Role,Susan Sarandon,Thelma & Louise {'Louise'},NO,White,,,,,
1991,64th,Actress -- Supporting Role,Diane Ladd,Rambling Rose {'Mother'},NO,White,,,,,
1991,64th,Actress -- Supporting Role,Juliette Lewis,Cape Fear {'Danielle Bowden'},NO,White,,,,,
1991,64th,Actress -- Supporting Role,Kate Nelligan,The Prince of Tides {'Lila Wingo Newbury'},NO,White,,,,,
1991,64th,Actress -- Supporting Role,Mercedes Ruehl,The Fisher King {'Anne'},YES,Hispanic,,,,No,Yes
1991,64th,Actress -- Supporting Role,Jessica Tandy,Fried Green Tomatoes {'Ninny Threadgoode'},NO,White,,,,,
1990,63rd,Actor -- Leading Role,Kevin Costner,Dances With Wolves {'Lieutenant Dunbar'},NO,White,,,,,
1990,63rd,Actor -- Leading Role,Robert De Niro,Awakenings {'Leonard Lowe'},NO,White,,,,,
1990,63rd,Actor -- Leading Role,Gerard Depardieu,Cyrano de Bergerac {'Cyrano de Bergerac'},NO,White,,,,,
1990,63rd,Actor -- Leading Role,Richard Harris,The Field {'Bull McCabe'},NO,White,,,,,
1990,63rd,Actor -- Leading Role,Jeremy Irons,Reversal of Fortune {'Claus Von Bulow'},YES,White,,,,,
1990,63rd,Actor -- Supporting Role,Bruce Davison,Longtime Companion {'David'},NO,White,,,,,
1990,63rd,Actor -- Supporting Role,Andy Garcia,"The Godfather, Part III {'Vincent Mancini'}",NO,Hispanic,,,,,
1990,63rd,Actor -- Supporting Role,Graham Greene,Dances With Wolves {'Kicking Bird'},NO,Native American,,,,,
1990,63rd,Actor -- Supporting Role,Al Pacino,Dick Tracy {'Big Boy Caprice'},NO,White,,,,,
1990,63rd,Actor -- Supporting Role,Joe Pesci,Good Fellas {'Tommy DeVito'},YES,White,,,,,
1990,63rd,Actress -- Leading Role,Kathy Bates,Misery {'Annie Wilkes'},YES,White,,,,,
1990,63rd,Actress -- Leading Role,Anjelica Huston,The Grifters {'Lilly Dillon'},NO,White,,,,,
